uri num_mementos
http://jimdemint.com:80/demint_contents/tv/friends/friends.mpeg 2
http://www.demint.house.gov:80/Images/cs_29_panel.jpg 13
http://www.demint.house.gov/News/DocumentPrint.aspx?DocumentID=1266 13
http://www.demint.house.gov/News/DocumentPrint.aspx?DocumentID=1265 9
http://www.demint.house.gov/News/DocumentPrint.aspx?DocumentID=1263 13
http://jimdemint.com/demint_contents/tv/taxcode/taxcode2.jpg 14
http://demint.house.gov:80/freedomalerts/032103_fa.htm 1
http://jimdemint.com/demint_images/countdown/9.gif 2
http://demint.house.gov/News/DocumentSingle.aspx?DocumentID=2849 4
http://www.demint.house.gov:80/News/DocumentSingle.aspx?DocumentID=1419 3
http://demint.house.gov:80/herger 2
http://jimdemint.com/demint_images/demint_sig2_bluebg.jpg 2
http://www.jimdemint.com/category/record/page/18/ 16
http://demint.house.gov:80/daily/salaries.htm 1
http://www.jimdemint.com/2009/03/road-map-magic-number-fluid-on-gop-amendments/ 16
http://www.jimdemint.com/wp-content/themes/demint/library/media/css/skins/blue/slider_nav_selected.png 15
http://www.demint.house.gov:80/News/ 13
http://jimdemint.com/demint_contents/tv/ideas/ 17
http://jimdemint.com/demint_images/demint_08.gif 2
http://www.demint.house.gov:80/frank/capitol_cartoon.gif 2
http://demint.house.gov:80/house/HOLAM.TXT 1
http://www.jimdemint.com/2009/04/demint-us-suffering-buyers-remorse-with-obama/ 16
http://demint.house.gov/Photos/?PhotoID=549 4
http://demint.house.gov/Photos/?PhotoID=548 4
http://www.jimdemint.com/category/education/ 16
http://demint.house.gov/Photos/?PhotoID=543 4
http://demint.house.gov/Photos/?PhotoID=542 4
http://demint.house.gov/Photos/?PhotoID=545 4
http://www.jimdemint.com/category/uncategorized/page/3/ 16
http://demint.house.gov/Photos/?PhotoID=547 4
http://demint.house.gov/Photos/?PhotoID=546 4
http://www.jimdemint.com:80/issues 5
http://www.jimdemint.com/2010/06/balance-or-crumble/feed/ 15
http://demint.house.gov:80/science/schedule.htm 1
http://demint.house.gov:80/royce 2
http://demint.house.gov/News/DocumentSingle.aspx?DocumentID=2844 5
http://www.jimdemint.com:80/images/home_actioncenter.gif 1
http://www.jimdemint.com/wp-content/themes/jimdemint/images/issues/nationalsecurity.png 6
http://demint.house.gov:80/socialsecurity/summary.htm 1
http://www.jimdemint.com//2009//03//freedom-action-team// 14
http://www.jimdemint.com/?p=1053 2
http://jimdemint.com/demint_contents/tv/conservative 7
http://www.house.gov:80/demint/issues/veterans.htm 5
http://jimdemint.com:80/cgi-data/news/files/150.shtml 3
http://demint.house.gov/UploadedPhotos/Thumbnails/96ce4b06-384a-4972-aef2-8d34cf493e6f.jpg 4
http://www.demint.house.gov:80/frank/tours_dc.html 1
http://www.demint.house.gov/News/DocumentSingle.aspx?DocumentID=1343 2
http://www.jimdemint.com/demint_images/trail/103104/sumter1.jpg 8
http://www.jimdemint.com/blog/2009/06/white-house-cheat-sheet-five-senators-to-watch-on-sotomayor/ 2
http://jimdemint.com:80/demint_contents/record/education.jpg 1
http://demint.house.gov:80/ConstituentServices/casework/changeaddress.htm 1
http://demint.house.gov/UploadedFiles/TRAC_AFFT_Endorse.pdf 2
http://www.jimdemint.com/2008/11/roll-call-demint-moves-to-oust-stevens/ 16
http://www.jimdemint.com/contact-me/ 16
http://www.demint.house.gov/News/DocumentSingle.aspx?DocumentID=2051 13
http://www.demint.house.gov:80/news/2002/072602_pr_b.htm 3
http://www.jimdemint.com/2010/03/it-must-be-repealed/feed/ 15
http://demint.house.gov:80/images/60plusaward.jpg 1
http://www.demint.house.gov:80/news/columns.htm 3
http://www.demint.house.gov/images/nav_4dist_on.gif 15
http://www.jimdemint.com/category/record/legislation/feed/ 15
http://jimdemint.com:80/demint_images/countdown/archive093004/?C=M&amp 1
http://www.demint.house.gov:80/news/2002/051602_pr.htm 2
http://jimdemint.com:80/blog/2009/02/jobs-plan 2
http://www.house.gov:80/demint/news/2002/120402_st.htm 1
http://demint.house.gov:80/shows/ 1
http://demint.house.gov/UploadedPhotos/Thumbnails/2cf7403e-1563-4977-8a17-7c00471d7185.jpg 4
http://www.jimdemint.com/category/video/page/7/ 16
http://www.jimdemint.com/2009/04/a-chance-to-serve-service-program-puts-government-where-we-dont-need-it/feed/ 15
http://jimdemint.com/cgi-data/news/files/147.shtml 17
http://www.demint.house.gov:80/ConstituentServices/presidentialgreetings.htm 11
http://jimdemint.com/demint_images/2006_03.jpg 1
http://www.demint.house.gov/UploadedPhotos/MediumResolution/be157088-0b1b-46b6-8f84-ae4474a2b633.jpg 11
http://www.house.gov:80/demint/news/2003/021403_pr_g.htm 1
http://www.demint.house.gov:80/frank/burdensharing.html 2
http://www.jimdemint.com/wp-content/uploads/2010/04/slider1-150x89.jpg 15
http://jimdemint.com:80/demint_images/clips_1.jpg 2
http://www.demint.house.gov/UploadedPhotos/MediumResolution/955c03bd-744f-4990-a07c-a74ad7f8db67.jpg 8
http://www.jimdemint.com/demint_images/trail/103004/newberry.jpg 8
http://www.jimdemint.com/contact-me/feed/ 15
http://demint.house.gov:80/News/DocumentSingle.aspx?DocumentID=1511 1
http://www.jimdemint.com/2009/02/jobs-plan/ 16
http://www.demint.house.gov/images/nav_issues_on.gif 15
http://demint.house.gov:80/News/DocumentSingle.aspx?DocumentID=1517 1
http://www.demint.house.gov/UploadedPhotos/MediumResolution/c6c95c85-fc18-47cd-8cb9-b7effe86a7ef.jpg 8
http://www.demint.house.gov:80/video/EdWork_IDEA_041003.wmv 2
http://www.jimdemint.com:80/images/bluepix.gif 1
http://demint.house.gov/UploadedPhotos/MediumResolution/f4116e2e-0405-46b8-b89d-9b31ed6dafe7.jpg 4
http://www.demint.house.gov:80/UploadedPhotos/Thumbnails/a31e2696-474c-4b0c-8c9d-4283483ac9a6.jpg 1
http://demint.house.gov:80/green 2
http://demint.house.gov:80/Images/palmetto.jpg 2
http://jimdemint.com/veterans/veterans_letter.shtml 16
http://www.demint.house.gov/News/DocumentPrint.aspx?DocumentID=3671 9
http://www.jimdemint.com:80/images/transpix.gif 1
http://www.demint.house.gov/Forms/FlagRequest/ 10
http://www.demint.house.gov/ConstituentServices/casework/newrates.htm 12
http://demint.house.gov/styles/stylesheet.css 12
http://www.jimdemint.com:80/contact/ 4
http://jimdemint.com/demint_images/students.jpg 14
